Year,Name,Team,Points
2011-12,Thabo Sefolosha,OKC,106
2011-12,Udonis Haslem,MIA,106
2011-12,Gary Neal,SAS,105
2011-12,Danny Green,SAS,103
2011-12,Joe Johnson,ATL,103
2011-12,Thaddeus Young,PHI,100
2012-13,LeBron James,MIA,596
2012-13,Tony Parker,SAS,432
2012-13,Tim Duncan,SAS,381
2012-13,Paul George,IND,365
2012-13,Dwyane Wade,MIA,349
2012-13,Carmelo Anthony,NYK,346
2012-13,Kevin Durant,OKC,339
2012-13,Roy Hibbert,IND,323
2012-13,David West,IND,302
2012-13,Kawhi Leonard,SAS,284
2012-13,Stephen Curry,GSW,281
2012-13,Chris Bosh,MIA,279
2012-13,George Hill,IND,263
2012-13,Zach Randolph,MEM,261
2012-13,Marc Gasol,MEM,258
2012-13,Mike Conley,MEM,255
2012-13,Manu Ginobili,SAS,242
2012-13,Ray Allen,MIA,234
2012-13,Danny Green,SAS,233
2012-13,Mario Chalmers,MIA,216
2012-13,Jarrett Jack,GSW,206
2012-13,Carlos Boozer,CHI,197
2012-13,Nate Robinson,CHI,195
2012-13,Harrison Barnes,GSW,193
2012-13,Klay Thompson,GSW,182
2012-13,Lance Stephenson,IND,179
2012-13,Raymond Felton,NYK,169
2012-13,Jimmy Butler,CHI,160
2012-13,James Harden,HOU,158
2012-13,JR Smith,NYK,157
2012-13,Brook Lopez,BKN,156
2012-13,Kevin Martin,OKC,154
2012-13,Tony Allen,MEM,154
2012-13,Reggie Jackson,OKC,153
2012-13,Deron Williams,BKN,144
2012-13,Gary Neal,SAS,143
2012-13,Carl Landry,GSW,142
2012-13,Serge Ibaka,OKC,141
2012-13,Jerryd Bayless,MEM,139
2012-13,Chris Paul,LAC,137
2012-13,Marco Belinelli,CHI,133
2012-13,Quincy Pondexter,MEM,133
2012-13,Joakim Noah,CHI,129
2012-13,Norris Cole,MIA,129
2012-13,Chris Andersen,MIA,128
2012-13,Ty Lawson,DEN,128
2012-13,Jeff Green,BOS,122
2012-13,Tiago Splitter,SAS,116
2012-13,Paul Pierce,BOS,115
2012-13,Iman Shumpert,NYK,112
2012-13,Udonis Haslem,MIA,110
2012-13,Chandler Parsons,HOU,109
2012-13,Andre Iguodala,DEN,108
2012-13,Tayshaun Prince,MEM,105
2012-13,Joe Johnson,BKN,104
2012-13,Shane Battier,MIA,103
2012-13,Josh Smith,ATL,102
2012-13,Al Horford,ATL,100
2012-13,D.J. Augustin,IND,98
2012-13,Derek Fisher,OKC,96
2012-13,Andrew Bogut,GSW,86
2012-13,Andre Miller,DEN,84
2012-13,Gerald Wallace,BKN,84
2012-13,Matt Bonner,SAS,81
2012-13,Jeff Teague,ATL,80
2012-13,Blake Griffin,LAC,79
2012-13,Taj Gibson,CHI,78
2012-13,Tyler Hansbrough,IND,78
2012-13,Kevin Garnett,BOS,76
2012-13,Omer Asik,HOU,74
2012-13,Andray Blatche,BKN,72
2012-13,Jason Terry,BOS,72
2012-13,Wilson Chandler,DEN,72
2012-13,Matt Barnes,LAC,71
2012-13,Patrick Beverley,HOU,71
2012-13,Draymond Green,GSW,70
2012-13,Kenyon Martin,NYK,69
2012-13,Luol Deng,CHI,69
2012-13,Devin Harris,ATL,68
2012-13,Dwight Howard,LAL,68
2012-13,Tyson Chandler,NYK,68
2012-13,Boris Diaw,SAS,65
2012-13,Corey Brewer,DEN,65
2012-13,Jamal Crawford,LAC,65
2012-13,Francisco Garcia,HOU,64
2012-13,Thabo Sefolosha,OKC,63
2012-13,Kyle Korver,ATL,61
2012-13,C.J. Watson,BKN,60
2012-13,Cory Joseph,SAS,59
2012-13,Darrell Arthur,MEM,58
2012-13,Mike Miller,MIA,58
2012-13,Monta Ellis,MIL,57
2012-13,Pau Gasol,LAL,56
2012-13,Gerald Green,IND,55
2012-13,Nick Collison,OKC,55
2012-13,Brandon Jennings,MIL,53
2012-13,Caron Butler,LAC,51
2012-13,Kenneth Faried,DEN,51
2012-13,Mike Dunleavy,MIL,49
2012-13,Pablo Prigioni,NYK,49
2012-13,Russell Westbrook,OKC,48
2012-13,DeJuan Blair,SAS,47
2012-13,Ersan Ilyasova,MIL,46
2012-13,Nazr Mohammed,CHI,46
2012-13,Carlos Delfino,HOU,45
2012-13,Kirk Hinrich,CHI,45
2012-13,JaVale McGee,DEN,43
2012-13,Larry Sanders,MIL,43
2012-13,Darius Morris,LAL,42
2012-13,Avery Bradley,BOS,40
2012-13,Brandon Bass,BOS,40
2012-13,Eric Bledsoe,LAC,39
2012-13,Chauncey Billups,LAC,37
2012-13,Chris Copeland,NYK,37
2012-13,Andrew Goudelock,LAL,36
2012-13,Ivan Johnson,ATL,36
2012-13,Luc Mbah a Moute,MIL,33
2012-13,Reggie Evans,BKN,32
2012-13,Kris Humphries,BKN,31
2012-13,Aaron Brooks,HOU,30
2012-13,David Lee,GSW,30
2012-13,Lamar Odom,LAC,30
2012-13,Antawn Jamison,LAL,29
2012-13,Ian Mahinmi,IND,29
2012-13,JJ Redick,MIL,29
2012-13,Johan Petro,ATL,29
2012-13,Steve Blake,LAL,28
2012-13,Keyon Dooling,MEM,27
2012-13,Anthony Randolph,DEN,26
2012-13,Richard Hamilton,CHI,26
2012-13,Sam Young,IND,26
2012-13,Steve Nash,LAL,25
2012-13,Anthony Tolliver,ATL,24
2012-13,Festus Ezeli,GSW,24
2012-13,Kendrick Perkins,OKC,24
2012-13,DeAndre Jordan,LAC,22
2012-13,Kosta Koufos,DEN,20
2012-13,Evan Fournier,DEN,19
2012-13,Greg Smith,HOU,18
2012-13,Jordan Crawford,BOS,18
2012-13,Metta World Peace,LAL,18
2012-13,Steve Novak,NYK,18
2012-13,Rashard Lewis,MIA,17
2012-13,Jeff Ayres,IND,16
2012-13,Jeremy Lin,HOU,16
2012-13,Ronny Turiaf,LAC,16
2012-13,Amar'e Stoudemire,NYK,15
2012-13,Earl Clark,LAL,14
2012-13,Ed Davis,MEM,13
2012-13,Mike Scott,ATL,13
2012-13,Richard Jefferson,GSW,13
2012-13,Marquis Daniels,MIL,12
2012-13,Patty Mills,SAS,12
2012-13,Chris Duhon,LAL,11
2012-13,Jason Kidd,NYK,11
2012-13,Ryan Hollins,LAC,11
2012-13,Jordan Hill,LAL,10
2012-13,Marquis Teague,CHI,10
2012-13,Orlando Johnson,IND,10
2012-13,Shelvin Mack,ATL,10
2012-13,DeShawn Stevenson,ATL,9
2012-13,James Jones,MIA,9
2012-13,Vladimir Radmanovic,CHI,9
2012-13,Aron Baynes,SAS,8
2012-13,DeAndre Liggins,OKC,8
2012-13,Ekpe Udoh,MIL,8
2012-13,MarShon Brooks,BKN,8
2012-13,Terrence Jones,HOU,8
2012-13,Tony Wroten,MEM,8
2012-13,Austin Daye,MEM,7
2012-13,Courtney Lee,BOS,6
2012-13,Joel Anthony,MIA,6
2012-13,John Henson,MIL,6
2012-13,Quentin Richardson,NYK,6
2012-13,Willie Green,LAC,6
2012-13,Donatas Motiejunas,HOU,5
2012-13,Jerry Stackhouse,BKN,5
2012-13,Terrence Williams,BOS,5
2012-13,Dahntay Jones,ATL,4
2012-13,Grant Hill,LAC,4
2012-13,Gustavo Ayon,MIL,4
2012-13,James White,NYK,4
2012-13,Jodie Meeks,LAL,4
2012-13,Nando De Colo,SAS,4
2012-13,Daequan Cook,CHI,3
2012-13,Malcolm Thomas,CHI,3
2012-13,Scott Machado,GSW,3
2012-13,Hasheem Thabeet,OKC,2
2012-13,James Anderson,HOU,2
2012-13,Jon Leuer,MEM,2
2012-13,Julyan Stone,DEN,2
2012-13,Kent Bazemore,GSW,2
2012-13,Marcus Camby,NYK,2
2012-13,Samuel Dalembert,MIL,1
2012-13,Andris Biedrins,GSW,0
2012-13,Ben Hansbrough,IND,0
2012-13,Chris Wilcox,BOS,0
2012-13,Dwayne Jones,GSW,0
2012-13,Ish Smith,MIL,0
2012-13,John Jenkins,ATL,0
2012-13,Jordan Hamilton,DEN,0
2012-13,Keith Bogans,BKN,0
2012-13,Mirza Teletovic,BKN,0
2012-13,Perry Jones III,OKC,0
2012-13,Robert Sacre,LAL,0
2012-13,Ronnie Brewer,OKC,0
2012-13,Shavlik Randolph,BOS,0
2012-13,Tracy McGrady,SAS,0
2012-13,Tyshawn Taylor,BKN,0
2013-14,Kevin Durant,OKC,563
2013-14,LeBron James,MIA,548
2013-14,Russell Westbrook,OKC,507
2013-14,Paul George,IND,429
2013-14,Tony Parker,SAS,400
2013-14,Tim Duncan,SAS,374
2013-14,Dwyane Wade,MIA,356
2013-14,Manu Ginobili,SAS,330
2013-14,Kawhi Leonard,SAS,328
2013-14,Blake Griffin,LAC,306
2013-14,Chris Bosh,MIA,298
2013-14,LaMarcus Aldridge,POR,288
2013-14,David West,IND,287
2013-14,Lance Stephenson,IND,259
2013-14,Chris Paul,LAC,257
2013-14,Joe Johnson,BKN,254
2013-14,Damian Lillard,POR,252
2013-14,George Hill,IND,230
2013-14,Danny Green,SAS,213
2013-14,Boris Diaw,SAS,211
2013-14,Bradley Beal,WAS,211
2013-14,Reggie Jackson,OKC,210
2013-14,Serge Ibaka,OKC,205
2013-14,Jamal Crawford,LAC,202
2013-14,Ray Allen,MIA,185
2013-14,John Wall,WAS,179
2013-14,Roy Hibbert,IND,176
2013-14,Deron Williams,BKN,174
2013-14,JJ Redick,LAC,173
2013-14,Tiago Splitter,SAS,173
2013-14,Patty Mills,SAS,168
2013-14,DeMar DeRozan,TOR,167
2013-14,Nicolas Batum,POR,167
2013-14,Paul Pierce,BKN,164
2013-14,James Harden,HOU,161
2013-14,Stephen Curry,GSW,161
2013-14,Wesley Matthews,POR,160
2013-14,Dwight Howard,HOU,156
2013-14,Trevor Ariza,WAS,150
2013-14,Kyle Lowry,TOR,148
2013-14,Marcin Gortat,WAS,143
2013-14,Monta Ellis,DAL,143
2013-14,Nene,WAS,137
2013-14,Paul Millsap,ATL,136
2013-14,Jeff Teague,ATL,135
2013-14,Dirk Nowitzki,DAL,134
2013-14,Mario Chalmers,MIA,128
2013-14,DeAndre Jordan,LAC,125
2013-14,Marco Belinelli,SAS,125
2013-14,Matt Barnes,LAC,122
2013-14,Marc Gasol,MEM,121
2013-14,Chandler Parsons,HOU,116
2013-14,Shaun Livingston,BKN,116
2013-14,Klay Thompson,GSW,115
2013-14,Caron Butler,OKC,113
2013-14,Mike Conley,MEM,111
2013-14,Darren Collison,LAC,110
2013-14,Luis Scola,IND,110
2013-14,Robin Lopez,POR,110
2013-14,Zach Randolph,MEM,109
2013-14,C.J. Watson,IND,107
2013-14,Mirza Teletovic,BKN,99
2013-14,David Lee,GSW,97
2013-14,Rashard Lewis,MIA,95
2013-14,Kyle Korver,ATL,94
2013-14,Andre Iguodala,GSW,92
2013-14,Chris Andersen,MIA,92
2013-14,Norris Cole,MIA,92
2013-14,Taj Gibson,CHI,91
2013-14,Vince Carter,DAL,88
2013-14,Tony Allen,MEM,86
2013-14,Draymond Green,GSW,83
2013-14,Kevin Garnett,BKN,83
2013-14,Devin Harris,DAL,80
2013-14,Kemba Walker,CHA,78
2013-14,Amir Johnson,TOR,77
2013-14,Andray Blatche,BKN,77
2013-14,Jonas Valanciunas,TOR,76
2013-14,Derek Fisher,OKC,73
2013-14,Patrick Patterson,TOR,73
2013-14,Jose Calderon,DAL,72
2013-14,Alan Anderson,BKN,71
2013-14,Greivis Vasquez,TOR,71
2013-14,Courtney Lee,MEM,70
2013-14,Steven Adams,OKC,70
2013-14,Jeremy Lin,HOU,68
2013-14,Jimmy Butler,CHI,68
2013-14,D.J. Augustin,CHI,66
2013-14,Mike Dunleavy,CHI,66
2013-14,Mike Scott,ATL,66
2013-14,DeMarre Carroll,ATL,62
2013-14,Kendrick Perkins,OKC,60
2013-14,Marcus Thornton,BKN,59
2013-14,Mo Williams,POR,59
2013-14,Shawn Marion,DAL,59
2013-14,Lou Williams,ATL,58
2013-14,Shelvin Mack,ATL,57
2013-14,Al Jefferson,CHA,56
2013-14,Thabo Sefolosha,OKC,56
2013-14,Beno Udrih,MEM,55
2013-14,Harrison Barnes,GSW,55
2013-14,Kirk Hinrich,CHI,55
2013-14,James Jones,MIA,53
2013-14,Joakim Noah,CHI,52
2013-14,Patrick Beverley,HOU,52
2013-14,Mike Miller,MEM,51
2013-14,Glen Davis,LAC,50
2013-14,Carlos Boozer,CHI,48
2013-14,Cory Joseph,SAS,48
2013-14,Josh McRoberts,CHA,46
2013-14,Terrence Jones,HOU,46
2013-14,Gary Neal,CHA,45
2013-14,Will Barton,POR,45
2013-14,Andre Miller,WAS,44
2013-14,Marreese Speights,GSW,44
2013-14,Jermaine O'Neal,GSW,42
2013-14,Martell Webster,WAS,42
2013-14,DeJuan Blair,DAL,40
2013-14,Jeremy Lamb,OKC,40
2013-14,Udonis Haslem,MIA,40
2013-14,Evan Turner,IND,39
2013-14,Gerald Henderson,CHA,39
2013-14,Chris Douglas-Roberts,CHA,38
2013-14,Ian Mahinmi,IND,37
2013-14,Jordan Crawford,GSW,37
2013-14,Shane Battier,MIA,37
2013-14,Chris Copeland,IND,36
2013-14,Omer Asik,HOU,35
2013-14,Terrence Ross,TOR,35
2013-14,Danny Granger,LAC,34
2013-14,Drew Gooden,WAS,34
2013-14,Michael Kidd-Gilchrist,CHA,34
2013-14,Brandan Wright,DAL,33
2013-14,Nick Collison,OKC,33
2013-14,Aron Baynes,SAS,32
2013-14,Samuel Dalembert,DAL,32
2013-14,Thomas Robinson,POR,32
2013-14,Troy Daniels,HOU,31
2013-14,Trevor Booker,WAS,30
2013-14,Dorell Wright,POR,29
2013-14,Matt Bonner,SAS,27
2013-14,Andrei Kirilenko,BKN,25
2013-14,Mason Plumlee,BKN,22
2013-14,Pero Antic,ATL,22
2013-14,Tayshaun Prince,MEM,21
2013-14,Jae Crowder,DAL,19
2013-14,James Johnson,MEM,19
2013-14,Rasual Butler,IND,19
2013-14,Kosta Koufos,MEM,18
2013-14,Al Harrington,WAS,17
2013-14,Jeff Ayres,SAS,17
2013-14,Perry Jones III,OKC,17
2013-14,Hedo Turkoglu,LAC,16
2013-14,John Salmons,TOR,13
2013-14,Michael Beasley,MIA,11
2013-14,Steve Blake,GSW,11
2013-14,Luke Ridnour,CHA,10
2013-14,Toney Douglas,MIA,10
2013-14,Jared Dudley,LAC,9
2013-14,Jon Leuer,MEM,9
2013-14,Bismack Biyombo,CHA,8
2013-14,Cody Zeller,CHA,8
2013-14,Elton Brand,ATL,8
2013-14,Hilton Armstrong,GSW,8
2013-14,Wayne Ellington,DAL,8
2013-14,Donald Sloan,IND,7
2013-14,Francisco Garcia,HOU,7
2013-14,Tyler Hansbrough,TOR,7
2013-14,Anthony Tolliver,CHA,6
2013-14,Chuck Hayes,TOR,6
2013-14,Ed Davis,MEM,6
2013-14,Dennis Schroder,ATL,5
2013-14,Garrett Temple,WAS,5
2013-14,Willie Green,LAC,5
2013-14,CJ McCollum,POR,4
2013-14,Cartier Martin,ATL,4
2013-14,Lavoy Allen,IND,4
2013-14,Tony Snell,CHI,4
2013-14,Ryan Hollins,LAC,3
2013-14,Jorge Gutierrez,BKN,2
2013-14,Otto Porter Jr.,WAS,2
2013-14,Reggie Bullock Jr.,LAC,2
2013-14,Jamaal Franklin,MEM,1
2013-14,Joel Freeland,POR,1
2013-14,Andre Roberson,OKC,0
2013-14,Austin Daye,SAS,0
2013-14,Bernard James,DAL,0
2013-14,DJ White,CHA,0
2013-14,Earl Watson,POR,0
2013-14,Greg Oden,MIA,0
2013-14,Hasheem Thabeet,OKC,0
2013-14,Jannero Pargo,CHA,0
2013-14,Kevin Seraphin,WAS,0
2013-14,Landry Fields,TOR,0
2013-14,Meyers Leonard,POR,0
2013-14,Mike Muscala,ATL,0
2013-14,Nando De Colo,TOR,0
2013-14,Nazr Mohammed,CHI,0
2013-14,Nemanja Nedovic,GSW,0
2013-14,Ognjen Kuzmic,GSW,0
2013-14,Shane Larkin,DAL,0
2013-14,Solomon Hill,IND,0
2013-14,Steve Novak,TOR,0
2013-14,Victor Claver,POR,0
2014-15,LeBron James,CLE,601
2014-15,Stephen Curry,GSW,594
2014-15,James Harden,HOU,462
2014-15,Klay Thompson,GSW,391
2014-15,Blake Griffin,LAC,357
2014-15,Draymond Green,GSW,288
2014-15,Dwight Howard,HOU,278
2014-15,Jimmy Butler,CHI,275
2014-15,Jeff Teague,ATL,269
2014-15,Chris Paul,LAC,265
2014-15,Kyrie Irving,CLE,247
2014-15,Derrick Rose,CHI,244
2014-15,Paul Millsap,ATL,243
2014-15,Bradley Beal,WAS,234
2014-15,DeMarre Carroll,ATL,233
2014-15,Al Horford,ATL,231
2014-15,JR Smith,CLE,231
2014-15,Josh Smith,HOU,229
2014-15,Trevor Ariza,HOU,224
2014-15,Harrison Barnes,GSW,223
2014-15,Andre Iguodala,GSW,218
2014-15,Marc Gasol,MEM,217
2014-15,Timofey Mozgov,CLE,212
2014-15,JJ Redick,LAC,208
2014-15,Tristan Thompson,CLE,192
2014-15,Corey Brewer,HOU,191
2014-15,DeAndre Jordan,LAC,183
2014-15,Iman Shumpert,CLE,181
2014-15,Jamal Crawford,LAC,178
2014-15,Terrence Jones,HOU,173
2014-15,Zach Randolph,MEM,172
2014-15,Jason Terry,HOU,156
2014-15,Kyle Korver,ATL,156
2014-15,Courtney Lee,MEM,146
2014-15,Paul Pierce,WAS,146
2014-15,Dennis Schroder,ATL,144
2014-15,Pau Gasol,CHI,144
2014-15,Matthew Dellavedova,CLE,143
2014-15,Kawhi Leonard,SAS,142
2014-15,Mike Dunleavy,CHI,131
2014-15,Monta Ellis,DAL,130
2014-15,Anthony Davis,NOP,126
2014-15,Tim Duncan,SAS,125
2014-15,Marcin Gortat,WAS,124
2014-15,John Wall,WAS,122
2014-15,Brook Lopez,BKN,119
2014-15,Austin Rivers,LAC,117
2014-15,Mike Conley,MEM,115
2014-15,LaMarcus Aldridge,POR,109
2014-15,Damian Lillard,POR,108
2014-15,Matt Barnes,LAC,107
2014-15,Dirk Nowitzki,DAL,106
2014-15,Shaun Livingston,GSW,105
2014-15,Leandro Barbosa,GSW,104
2014-15,Otto Porter Jr.,WAS,100
2014-15,Joe Johnson,BKN,99
2014-15,Jeff Green,MEM,98
2014-15,Khris Middleton,MIL,95
2014-15,Andrew Bogut,GSW,89
2014-15,Taj Gibson,CHI,89
2014-15,James Jones,CLE,87
2014-15,Kent Bazemore,ATL,87
2014-15,CJ McCollum,POR,85
2014-15,Boris Diaw,SAS,81
2014-15,DeMar DeRozan,TOR,81
2014-15,Nene,WAS,79
2014-15,Beno Udrih,MEM,76
2014-15,Tony Parker,SAS,76
2014-15,Ramon Sessions,WAS,75
2014-15,Eric Gordon,NOP,74
2014-15,Jarrett Jack,BKN,74
2014-15,Michael Carter-Williams,MIL,73
2014-15,Deron Williams,BKN,71
2014-15,Nicolas Batum,POR,71
2014-15,Patty Mills,SAS,71
2014-15,Festus Ezeli,GSW,70
2014-15,Isaiah Thomas,BOS,70
2014-15,Giannis Antetokounmpo,MIL,69
2014-15,Joakim Noah,CHI,69
2014-15,Vince Carter,MEM,69
2014-15,Drew Gooden,WAS,68
2014-15,Alan Anderson,BKN,66
2014-15,Tony Allen,MEM,66
2014-15,Marco Belinelli,SAS,65
2014-15,Nikola Mirotic,CHI,63
2014-15,Pero Antic,ATL,63
2014-15,Thaddeus Young,BKN,63
2014-15,Bojan Bogdanovic,BKN,62
2014-15,J.J. Barea,DAL,59
2014-15,Danny Green,SAS,58
2014-15,Clint Capela,HOU,57
2014-15,Kevin Love,CLE,57
2014-15,Al-Farouq Aminu,DAL,56
2014-15,Manu Ginobili,SAS,56
2014-15,Aaron Brooks,CHI,54
2014-15,O.J. Mayo,MIL,54
2014-15,John Henson,MIL,53
2014-15,Pablo Prigioni,HOU,53
2014-15,Ersan Ilyasova,MIL,52
2014-15,Lou Williams,TOR,51
2014-15,Tyson Chandler,DAL,51
2014-15,Mike Scott,ATL,50
2014-15,Avery Bradley,BOS,49
2014-15,Jared Sullinger,BOS,49
2014-15,Kyle Lowry,TOR,49
2014-15,Amir Johnson,TOR,46
2014-15,Jonas Valanciunas,TOR,45
2014-15,Jae Crowder,BOS,43
2014-15,Ryan Anderson,NOP,43
2014-15,Tony Snell,CHI,43
2014-15,Evan Turner,BOS,42
2014-15,Mike Muscala,ATL,42
2014-15,Glen Davis,LAC,41
2014-15,Patrick Patterson,TOR,41
2014-15,David Lee,GSW,40
2014-15,Jared Dudley,MIL,40
2014-15,Tyreke Evans,NOP,40
2014-15,Zaza Pachulia,MIL,40
2014-15,Amar'e Stoudemire,DAL,39
2014-15,Jerryd Bayless,MIL,39
2014-15,Marcus Smart,BOS,39
2014-15,Meyers Leonard,POR,39
2014-15,Shelvin Mack,ATL,39
2014-15,Kosta Koufos,MEM,37
2014-15,Marreese Speights,GSW,37
2014-15,Norris Cole,NOP,35
2014-15,Tyler Zeller,BOS,34
2014-15,Kevin Seraphin,WAS,33
2014-15,Nick Calathes,MEM,33
2014-15,Charlie Villanueva,DAL,30
2014-15,Greivis Vasquez,TOR,30
2014-15,Quincy Pondexter,NOP,29
2014-15,Terrence Ross,TOR,28
2014-15,Kirk Hinrich,CHI,26
2014-15,Robin Lopez,POR,26
2014-15,Devin Harris,DAL,24
2014-15,Tiago Splitter,SAS,24
2014-15,Spencer Hawes,LAC,23
2014-15,Dante Cunningham,NOP,21
2014-15,Brandon Bass,BOS,20
2014-15,Jrue Holiday,NOP,19
2014-15,Rajon Rondo,DAL,19
2014-15,Will Bynum,WAS,19
2014-15,Kelly Olynyk,BOS,18
2014-15,Richard Jefferson,DAL,15
2014-15,Lester Hudson,LAC,14
2014-15,Mason Plumlee,BKN,12
2014-15,Nick Johnson,HOU,12
2014-15,Cory Joseph,SAS,11
2014-15,Jonas Jerebko,BOS,11
2014-15,Raymond Felton,DAL,11
2014-15,Allen Crabbe,POR,10
2014-15,Chandler Parsons,DAL,10
2014-15,Hedo Turkoglu,LAC,10
2014-15,John Jenkins,ATL,10
2014-15,Kendrick Perkins,CLE,10
2014-15,Aron Baynes,SAS,9
2014-15,Chris Kaman,POR,9
2014-15,Mike Miller,CLE,9
2014-15,Alexis Ajinca,NOP,8
2014-15,Joe Harris,CLE,8
2014-15,Omer Asik,NOP,8
2014-15,Garrett Temple,WAS,7
2014-15,Jordan Adams,MEM,7
2014-15,Steve Blake,POR,7
2014-15,Earl Clark,BKN,6
2014-15,Johnny O'Bryant III,MIL,6
2014-15,Markel Brown,BKN,6
2014-15,Matt Bonner,SAS,6
2014-15,Arron Afflalo,POR,5
2014-15,Doug McDermott,CHI,5
2014-15,E'Twaun Moore,CHI,5
2014-15,Greg Stiemsma,TOR,5
2014-15,Tyler Ennis,MIL,5
2014-15,Tyler Hansbrough,TOR,5
2014-15,Dahntay Jones,LAC,4
2014-15,Gigi Datome,BOS,4
2014-15,James Johnson,TOR,4
2014-15,James Michael McAdoo,GSW,4
2014-15,Jon Leuer,MEM,4
2014-15,Nazr Mohammed,CHI,4
2014-15,Brandon Rush,GSW,3
2014-15,Justin Holiday,GSW,3
2014-15,Kostas Papanikolaou,HOU,3
2014-15,Miles Plumlee,MIL,3
2014-15,Ekpe Udoh,LAC,2
2014-15,JaMychal Green,MEM,2
2014-15,Jorge Gutierrez,MIL,2
2014-15,Kris Humphries,WAS,2
2014-15,Martell Webster,WAS,2
2014-15,Shawn Marion,CLE,2
2014-15,Elton Brand,ATL,1
2014-15,Joey Dorsey,HOU,1
2014-15,Alonzo Gee,POR,0
2014-15,Bernard James,DAL,0
2014-15,Brendan Haywood,CLE,0
2014-15,Darius Morris,BKN,0
2014-15,Dwight Powell,DAL,0
2014-15,Gerald Wallace,BOS,0
2014-15,Greg Smith,DAL,0
2014-15,Jeff Ayres,SAS,0
2014-15,Jerome Jordan,BKN,0
2014-15,Joel Freeland,POR,0
2014-15,Mirza Teletovic,BKN,0
2014-15,Phil Pressey,BOS,0
2014-15,Rasual Butler,WAS,0
2014-15,Russ Smith,MEM,0
2014-15,Tim Frazier,POR,0
2015-16,Klay Thompson,GSW,582
2015-16,LeBron James,CLE,552
2015-16,Kyrie Irving,CLE,530
2015-16,Kevin Durant,OKC,511
2015-16,Russell Westbrook,OKC,468
2015-16,Stephen Curry,GSW,452
2015-16,DeMar DeRozan,TOR,418
2015-16,Kyle Lowry,TOR,382
2015-16,Draymond Green,GSW,355
2015-16,Dwyane Wade,MIA,300
2015-16,Kevin Love,CLE,293
2015-16,Damian Lillard,POR,291
2015-16,JR Smith,CLE,242
2015-16,Goran Dragic,MIA,231
2015-16,CJ McCollum,POR,225
2015-16,Kawhi Leonard,SAS,225
2015-16,LaMarcus Aldridge,SAS,219
2015-16,Harrison Barnes,GSW,216
2015-16,Serge Ibaka,OKC,216
2015-16,Andre Iguodala,GSW,213
2015-16,Shaun Livingston,GSW,196
2015-16,Paul George,IND,191
2015-16,Luol Deng,MIA,186
2015-16,Steven Adams,OKC,182
2015-16,DeMarre Carroll,TOR,177
2015-16,Cory Joseph,TOR,170
2015-16,Enes Freedom,OKC,170
2015-16,Joe Johnson,MIA,170
2015-16,Paul Millsap,ATL,167
2015-16,Jonas Valanciunas,TOR,165
2015-16,Al-Farouq Aminu,POR,161
2015-16,Kemba Walker,CHA,159
2015-16,Patrick Patterson,TOR,153
2015-16,Dion Waiters,OKC,151
2015-16,Isaiah Thomas,BOS,145
2015-16,Jeff Teague,ATL,145
2015-16,Tristan Thompson,CLE,140
2015-16,Al Horford,ATL,134
2015-16,Marreese Speights,GSW,134
2015-16,James Harden,HOU,133
2015-16,Leandro Barbosa,GSW,129
2015-16,Terrence Ross,TOR,126
2015-16,Bismack Biyombo,TOR,123
2015-16,Maurice Harkless,POR,121
2015-16,Hassan Whiteside,MIA,120
2015-16,Kent Bazemore,ATL,119
2015-16,Dennis Schroder,ATL,117
2015-16,Channing Frye,CLE,114
2015-16,Richard Jefferson,CLE,114
2015-16,Allen Crabbe,POR,105
2015-16,Jamal Crawford,LAC,104
2015-16,Tony Parker,SAS,104
2015-16,Kyle Korver,ATL,103
2015-16,Dirk Nowitzki,DAL,102
2015-16,Andrew Bogut,GSW,101
2015-16,Andre Roberson,OKC,100
2015-16,Chris Paul,LAC,95
2015-16,George Hill,IND,95
2015-16,Al Jefferson,CHA,93
2015-16,Festus Ezeli,GSW,93
2015-16,Josh Richardson,MIA,93
2015-16,Justise Winslow,MIA,90
2015-16,Jeremy Lin,CHA,87
2015-16,Danny Green,SAS,86
2015-16,JJ Redick,LAC,81
2015-16,Monta Ellis,IND,81
2015-16,Evan Turner,BOS,79
2015-16,Matthew Dellavedova,CLE,78
2015-16,Mason Plumlee,POR,77
2015-16,Gerald Henderson,POR,76
2015-16,Raymond Felton,DAL,75
2015-16,Marcus Smart,BOS,72
2015-16,Myles Turner,IND,72
2015-16,Marcus Morris Sr.,DET,71
2015-16,DeAndre Jordan,LAC,70
2015-16,Iman Shumpert,CLE,70
2015-16,Norman Powell,TOR,68
2015-16,Andre Drummond,DET,67
2015-16,Manu Ginobili,SAS,67
2015-16,Dwight Howard,HOU,66
2015-16,Ian Clark,GSW,66
2015-16,Patty Mills,SAS,66
2015-16,Mike Scott,ATL,65
2015-16,Wesley Matthews,DAL,65
2015-16,Austin Rivers,LAC,62
2015-16,Ed Davis,POR,61
2015-16,Jeff Green,LAC,61
2015-16,Kentavious Caldwell-Pope,DET,61
2015-16,Blake Griffin,LAC,60
2015-16,Courtney Lee,CHA,60
2015-16,Cody Zeller,CHA,59
2015-16,Thabo Sefolosha,ATL,59
2015-16,Tim Duncan,SAS,59
2015-16,David West,SAS,58
2015-16,Tobias Harris,DET,58
2015-16,Ian Mahinmi,IND,57
2015-16,Jae Crowder,BOS,57
2015-16,Nicolas Batum,CHA,57
2015-16,Reggie Jackson,DET,57
