Name,Team,CoI
Andre Wakefield,DET,USA
Neal Walk,PHX,USA
Andy Walker,UTA,USA
Antoine Walker,BOS,USA
Brady Walker,NONE,USA
Chet Walker,PHI,USA
Darrell Walker,WAS,USA
Foots Walker,CLE,USA
Henry Walker,NYK,USA
Horace Walker,WAS,USA
Jabari Walker,POR,USA
Jarace Walker,IND,USA
Jimmy Walker,DET,USA
Kemba Walker,DAL,USA
Kenny Walker,NYK,USA
MJ Walker,PHX,USA
Phil Walker,WAS,USA
Samaki Walker,LAL,USA
Wally Walker,OKC,USA
Lonnie Walker IV,BKN,USA
John Wall,LAC,USA
Ben Wallace,DET,USA
Cason Wallace,OKC,USA
Gerald Wallace,CHA,USA
John Wallace,TOR,USA
Michael Wallace,NONE,USA
Rasheed Wallace,POR,USA
Tyrone Wallace,LAC,USA
Dwight Waller,ATL,USA
Jamie Waller,BKN,USA
Jim Walsh,GSW,USA
Jordan Walsh,BOS,USA
Matt Walsh,MIA,USA
Rex Walters,BKN,USA
Paul Walther,NONE,USA
Rabbit Walthour,ATL,USA
Bill Walton,POR,USA
Lloyd Walton,MIL,USA
Luke Walton,LAL,USA
Derrick Walton Jr.,DET,USA
Brad Wanamaker,WAS,USA
Bobby Wanzer,SAC,USA
Perry Warbington,PHI,USA
Charlie Ward,NYK,USA
Gerry Ward,CHI,USA
Henry Ward,SAS,USA
Casper Ware,PHI,USA
Jim Ware,SAC,USA
Ben Warley,PHI,USA
Bob Warlick,GSW,USA
Cornell Warner,MIL,USA
Jameel Warney,DAL,USA
Johnny Warren,CLE,USA
T.J. Warren,MIN,USA
Willie Warren,LAC,USA
Bryan Warrick,WAS,USA
Hakim Warrick,MEM,USA
Chris Washburn,GSW,USA
Julian Washburn,MEM,USA
Bobby Washington,CLE,USA
Darius Washington,SAS,USA
Duane Washington,BKN,USA
Dwayne Washington,BKN,USA
Eric Washington,DEN,USA
Jim Washington,ATL,USA
Kermit Washington,LAL,USA
P.J. Washington,DAL,USA
Richard Washington,SAC,USA
Stan Washington,WAS,USA
Wilson Washington,BKN,USA
Duane Washington Jr.,NYK,Germany
TyTy Washington Jr.,MIL,USA
Yuta Watanabe,MEM,Japan
Tremont Waters,WAS,USA
Lindy Waters III,OKC,USA
Trendon Watford,BKN,USA
Darryl Watkins,SAC,USA
C.J. Watson,GSW,USA
Earl Watson,OKC,USA
Jamie Watson,UTA,USA
Paul Watson,OKC,USA
Peyton Watson,DEN,USA
Ron Watts,BOS,USA
Slick Watts,OKC,USA
Maalik Wayns,PHI,USA
David Wear,SAC,USA
Travis Wear,NYK,USA
Clar. Weatherspoon,PHI,USA
Nick Weatherspoon,WAS,USA
Quinndary Weatherspoon,GSW,USA
Kyle Weaver,OKC,USA
Jeff Webb,MIL,USA
Marcus Webb,BOS,USA
Spud Webb,ATL,USA
James Webb III,BKN,USA
Chris Webber,SAC,USA
Briante Weber,HOU,USA
Forest Weber,NONE,USA
Jeff Webster,WAS,USA
Martell Webster,POR,USA
Marvin Webster,NYK,USA
Scott Wedman,SAC,USA
Sonny Weems,TOR,USA
Dick Wehr,NONE,USA
Brant Weidner,SAS,USA
Bob Weiss,CHI,USA
Rick Weitzman,BOS,USA
Bonzi Wells,POR,USA
Bubba Wells,DAL,USA
Owen Wells,HOU,USA
Ralph Wells,WAS,USA
Chris Welp,PHI,USA
Jiri Welsch,BOS,Czech Republic
Thomas Welsh,DEN,USA
Victor Wembanyama,SAS,France
Bill Wennington,CHI,USA
Matt Wenstrom,BOS,USA
Robert Werdann,DEN,USA
Ray Wertis,NONE,USA
Blake Wesley,SAS,USA
David Wesley,CHA,USA
Walt Wesley,SAC,USA
David West,NOP,USA
Delonte West,BOS,USA
Doug West,MIN,USA
Jerry West,LAL,USA
Mario West,ATL,USA
Mark West,PHX,USA
Roland West,WAS,USA
Russell Westbrook,LAC,USA
Paul Westphal,PHX,USA
John Wetzel,ATL,USA
Robert Whaley,UTA,USA
Ennis Whatley,CHI,USA
DeJuan Wheat,MEM,USA
Clinton Wheeler,IND,USA
Tyson Wheeler,DEN,USA
Lucian Whitaker,BOS,USA
Coby White,CHI,USA
DJ White,CHA,USA
Derrick White,BOS,USA
Eric White,LAC,USA
Herb White,ATL,USA
Hubie White,GSW,USA
Jack White,OKC,Australia
Jahidi White,WAS,USA
James White,NYK,USA
Jojo White,BOS,USA
Okaro White,WAS,USA
Randy White,DAL,USA
Rodney White,DEN,USA
Rory White,LAC,USA
Royce White,SAC,USA
Rudy White,HOU,USA
Terrico White,PHX,USA
Tony White,GSW,USA
Willie White,DEN,USA
Andrew White III,ATL,USA
Dariq Whitehead,BKN,USA
Isaiah Whitehead,BKN,USA
Jerome Whitehead,GSW,USA
Donald Whiteside,TOR,USA
Hassan Whiteside,UTA,USA
Dwayne Whitfield,TOR,USA
Cam Whitmore,HOU,USA
Charles Whitney,SAC,USA
Chris Whitney,WAS,USA
Greg Whittington,DEN,USA
Shayne Whittington,IND,USA
Sidney Wicks,POR,USA
Murray Wier,ATL,USA
Bob Wiesenhahn,SAC,USA
Joe Wieskamp,DAL,USA
Aaron Wiggins,OKC,USA
Andrew Wiggins,GSW,Canada
Mitchell Wiggins,HOU,USA
Lindell Wigginton,MIL,Canada
Ken Wilburn,CHI,USA
C.J. Wilcox,LAC,USA
Chris Wilcox,LAC,USA
D.C. Wilcutt,NONE,USA
Gene Wiley,LAL,USA
Jacob Wiley,BKN,USA
Michael Wiley,LAC,USA
Morlon Wiley,DAL,USA
Win Wilfong,SAC,USA
Lenny Wilkens,ATL,USA
Bob Wilkerson,DEN,USA
Jamaal Wilkes,LAL,USA
James Wilkes,CHI,USA
Damien Wilkins,OKC,USA
Dominique Wilkins,ATL,USA
Eddielee Wilkins,NYK,USA
Gerald Wilkins,NYK,USA
Jeff Wilkins,UTA,USA
Dale Wilkinson,LAC,USA
Mike Wilks,OKC,USA
Aaron Williams,BKN,USA
Alan Williams,PHX,USA
Alondes Williams,MIA,USA
Alvin Williams,TOR,USA
Arthur Williams,BOS,USA
Bernie Williams,HOU,USA
Bob Williams,LAL,USA
Brandon Williams,GSW,USA
Brandon Williams,DAL,USA
Buck Williams,BKN,USA
C.J. Williams,LAC,USA
Chuck Williams,LAC,USA
Chuckie Williams,CLE,USA
Cliff Williams,DET,USA
Corey Williams,CHI,USA
Deron Williams,UTA,USA
Derrick Williams,MIN,USA
Don Williams,UTA,USA
Donovan Williams,GSW,USA
Earl Williams,PHX,USA
Elliot Williams,PHI,USA
Eric Williams,BOS,USA
Frank Williams,NYK,USA
Freeman Williams,LAC,USA
Grant Williams,CHA,USA
Gus Williams,OKC,USA
Guy Williams,WAS,USA
Herb Williams,IND,USA
Hot Rod Williams,CLE,USA
Jalen Williams,OKC,USA
Jason Williams,MEM,USA
Jawad Williams,CLE,USA
Jay Williams,CHI,USA
Jaylin Williams,OKC,USA
Jayson Williams,BKN,USA
Jerome Williams,DET,USA
John Williams,WAS,USA
Johnathan Williams,LAL,USA
Jordan Williams,BKN,USA
Justin Williams,SAC,USA
Kenny Williams,IND,USA
Kenrich Williams,OKC,USA
Kevin Williams,OKC,USA
Lorenzo Williams,DAL,USA
Lou Williams,ATL,USA
Marcus Williams,BKN,USA
Marcus Williams,LAC,USA
Mark Williams,CHA,USA
Marvin Williams,ATL,USA
Micheal Williams,MIN,USA
Mike Williams,SAC,USA
Milt Williams,OKC,USA
Mo Williams,MIL,USA
Monty Williams,ORL,USA
Nate Williams,SAC,USA
Nate Williams,HOU,USA
Patrick Williams,CHI,USA
Pete Williams,DEN,USA
Ray Williams,NYK,USA
Reggie Williams,DEN,USA
Reggie Williams,GSW,USA
Rickey Williams,UTA,USA
Rob Williams,DEN,USA
Ron Williams,GSW,USA
Sam Williams,MIL,USA
Samuel Williams,GSW,USA
Scott Williams,CHI,USA
Sean Williams,BKN,USA
Shammond Williams,OKC,USA
Shawne Williams,IND,USA
Shelden Williams,ATL,USA
Sly Williams,NYK,USA
Terrence Williams,BKN,USA
Travis Williams,CHA,USA
Troy Williams,MEM,USA
Walt Williams,SAC,USA
Ward Williams,DET,USA
Willie Williams,BOS,USA
Ziaire Williams,MEM,USA
Robert Williams III,POR,USA
Matt Williams Jr.,MIA,USA
Vince Williams Jr.,MEM,USA
Nigel Williams-Goss,UTA,USA
Corliss Williamson,SAC,USA
John Williamson,BKN,USA
Zion Williamson,NOP,USA
Kevin Willis,ATL,USA
Bill Willoughby,HOU,USA
Dedric Willoughby,CHI,USA
Bob Wilson,ATL,USA
Bobby Wilson,CHI,USA
D.J. Wilson,ORL,USA
George Wilson,PHI,USA
Isaiah Wilson,DET,USA
Jalen Wilson,BKN,USA
Jamil Wilson,LAC,USA
Mike Wilson,BKN,USA
Nikita Wilson,POR,USA
Othell Wilson,GSW,USA
Rick Wilson,ATL,USA
Ricky Wilson,SAS,USA
Thomas Wilson,GSW,USA
Trevor Wilson,SAC,USA
Kyle Wiltjer,HOU,Canada
Kennard Winchester,HOU,USA
Tony Windis,DET,USA
Dylan Windler,ATL,USA
John Windsor,GSW,USA
Lee Winfield,OKC,USA
David Wingate,OKC,USA
Dontonio Wingfield,POR,USA
Harthorne Wingo,NYK,USA
Marv Winkler,MIL,USA
Justise Winslow,POR,USA
Rickie Winslow,MIL,USA
Cassius Winston,WAS,USA
Trevor Winter,MIN,USA
Brian Winters,MIL,USA
Voise Winters,PHI,USA
Willie Wise,DEN,USA
James Wiseman,DET,USA
Jeff Withey,UTA,USA
Luke Witte,CLE,USA
Randy Wittman,ATL,USA
Garry Witts,WAS,USA
Dave Wohl,HOU,USA
Joe Wolf,DEN,USA
Ruben Wolkowyski,OKC,Argentina
Nate Wolters,MIL,USA
Isaiah Wong,IND,USA
Al Wood,OKC,USA
Bob Wood,NONE,USA
Christian Wood,LAL,USA
David Wood,GSW,USA
Howard Wood,UTA,USA
Leon Wood,BKN,USA
Robert Woodard II,OKC,USA
Loren Woods,MIN,USA
Qyntel Woods,POR,USA
Randy Woods,LAC,USA
Mike Woodson,SAC,USA
Orlando Woolridge,CHI,USA
Kenny Wooten,HOU,USA
Haywoode Workman,IND,USA
Mark Workman,GSW,USA
Tom Workman,WAS,USA
Metta World Peace,LAL,USA
Sam Worthen,CHI,USA
James Worthy,LAL,USA
Antoine Wright,BKN,USA
Bracey Wright,MIN,USA
Brad Wright,NYK,USA
Brandan Wright,DAL,USA
Chris Wright,GSW,USA
Chris Wright,DAL,USA
Delon Wright,MIA,USA
Dorell Wright,MIA,USA
Howard Wright,ORL,USA
Joby Wright,OKC,USA
Julian Wright,NOP,USA
Larry Wright,WAS,USA
Lorenzen Wright,MEM,USA
Luther Wright,UTA,USA
Moses Wright,DAL,USA
Sharone Wright,PHI,USA
McKinley Wright IV,DAL,USA
Justin Wright-Foreman,UTA,USA
Tony Wroten,PHI,USA
A.J. Wynder,BOS,USA
Guerschon Yabusele,BOS,France
Yao Ming,HOU,China
Vincent Yarbrough,DEN,USA
George Yardley,DET,USA
Barry Yates,PHI,USA
Wayne Yates,LAL,USA
Charlie Yelverton,POR,USA
Yi Jianlian,BKN,China
Rich Yonakor,SAS,USA
Gabe York,IND,USA
Danny Young,OKC,USA
James Young,BOS,USA
Joe Young,IND,USA
Korleone Young,DET,USA
Michael Young,LAC,USA
Nick Young,WAS,USA
Perry Young,CHI,USA
Sam Young,MEM,USA
Thaddeus Young,PHX,USA
Tim Young,GSW,USA
Trae Young,ATL,USA
Omer Yurtseven,UTA,Turkey
Max Zaslofsky,NONE,USA
Robert Zawoluk,GSW,USA
Cody Zeller,NOP,USA
Dave Zeller,SAC,USA
Gary Zeller,WAS,USA
Hank Zeller,NONE,USA
Luke Zeller,PHX,USA
Tyler Zeller,BOS,USA
Tony Zeno,IND,USA
Phil Zevenbergen,SAS,USA
Wang Zhi-zhi,DAL,China
George Zidek,CHA,USA
Derrick Zimmerman,BKN,USA
Stephen Zimmerman,LAL,USA
Paul Zipser,CHI,Germany
Ante Zizic,CLE,Croatia
Jim Zoet,DET,USA
Bill Zopf,MIL,USA
Ivica Zubac,LAC,Croatia
Matt Zunic,NONE,USA
Dave Zeller,SAC,USA
Gary Zeller,WAS,USA
Hank Zeller,NONE,USA
Luke Zeller,PHX,USA
Tyler Zeller,BOS,USA
Tony Zeno,IND,USA
Phil Zevenbergen,SAS,USA
Wang Zhi-zhi,DAL,China
George Zidek,CHA,USA
Derrick Zimmerman,BKN,USA
Stephen Zimmerman,LAL,USA
Paul Zipser,CHI,Germany
Ante Zizic,CLE,Croatia
Jim Zoet,DET,USA
Bill Zopf,MIL,USA
Ivica Zubac,LAC,Croatia
Matt Zunic,NONE,USA
